Starting rotation with parameters:
ganger:        5
num_neurons:    140
num_neurons2:   5
rec_dropout:    0.0
dropout:        0.1
lr:             0.01
n_splits:       14
patience:       2 4 6 8 10 12 14 16 18 20
batch_size:     20
0	98.34	0.82	|	140	5	0.0	0.1	0.01	14	2	20
0	98.21	1.24	|	140	5	0.0	0.1	0.01	14	2	20
0	98.28	1.08	|	140	5	0.0	0.1	0.01	14	2	20
0	97.79	1.58	|	140	5	0.0	0.1	0.01	14	2	20
0	97.97	1.44	|	140	5	0.0	0.1	0.01	14	2	20
[5]	98.11800000000000000000	1.23200000000000000000	_	140	5	0.0	0.1	0.01	14	2	20
0	98.40	1.21	|	140	5	0.0	0.1	0.01	14	4	20
0	97.91	1.16	|	140	5	0.0	0.1	0.01	14	4	20
0	98.22	0.94	|	140	5	0.0	0.1	0.01	14	4	20
0	98.34	1.05	|	140	5	0.0	0.1	0.01	14	4	20
0	98.22	1.15	|	140	5	0.0	0.1	0.01	14	4	20
[5]	98.21800000000000000000	1.10200000000000000000	_	140	5	0.0	0.1	0.01	14	4	20
0	98.77	0.90	|	140	5	0.0	0.1	0.01	14	6	20
0	98.28	0.92	|	140	5	0.0	0.1	0.01	14	6	20
0	98.58	0.95	|	140	5	0.0	0.1	0.01	14	6	20
0	98.34	1.23	|	140	5	0.0	0.1	0.01	14	6	20
0	98.40	1.01	|	140	5	0.0	0.1	0.01	14	6	20
[5]	98.47400000000000000000	1.00200000000000000000	_	140	5	0.0	0.1	0.01	14	6	20
0	98.65	1.16	|	140	5	0.0	0.1	0.01	14	8	20
0	98.59	0.95	|	140	5	0.0	0.1	0.01	14	8	20
0	98.34	1.09	|	140	5	0.0	0.1	0.01	14	8	20
0	98.65	0.96	|	140	5	0.0	0.1	0.01	14	8	20
0	98.21	1.19	|	140	5	0.0	0.1	0.01	14	8	20
[5]	98.48800000000000000000	1.07000000000000000000	_	140	5	0.0	0.1	0.01	14	8	20
0	98.52	1.24	|	140	5	0.0	0.1	0.01	14	10	20
0	98.58	0.96	|	140	5	0.0	0.1	0.01	14	10	20
0	98.52	1.14	|	140	5	0.0	0.1	0.01	14	10	20
0	98.28	0.97	|	140	5	0.0	0.1	0.01	14	10	20
0	98.46	0.87	|	140	5	0.0	0.1	0.01	14	10	20
[5]	98.47200000000000000000	1.03600000000000000000	_	140	5	0.0	0.1	0.01	14	10	20
0	98.83	0.89	|	140	5	0.0	0.1	0.01	14	12	20
0	98.46	1.27	|	140	5	0.0	0.1	0.01	14	12	20
0	98.89	0.88	|	140	5	0.0	0.1	0.01	14	12	20
0	98.83	1.01	|	140	5	0.0	0.1	0.01	14	12	20
0	98.58	0.62	|	140	5	0.0	0.1	0.01	14	12	20
[5]	98.71800000000000000000	.93400000000000000000	_	140	5	0.0	0.1	0.01	14	12	20
0	98.71	1.01	|	140	5	0.0	0.1	0.01	14	14	20
0	98.83	1.01	|	140	5	0.0	0.1	0.01	14	14	20
0	98.65	0.90	|	140	5	0.0	0.1	0.01	14	14	20
0	98.52	0.89	|	140	5	0.0	0.1	0.01	14	14	20
0	98.71	0.71	|	140	5	0.0	0.1	0.01	14	14	20
[5]	98.68400000000000000000	.90400000000000000000	_	140	5	0.0	0.1	0.01	14	14	20
0	98.46	1.14	|	140	5	0.0	0.1	0.01	14	16	20
0	98.58	0.96	|	140	5	0.0	0.1	0.01	14	16	20
0	98.52	1.10	|	140	5	0.0	0.1	0.01	14	16	20
0	98.71	0.71	|	140	5	0.0	0.1	0.01	14	16	20
0	98.71	1.16	|	140	5	0.0	0.1	0.01	14	16	20
[5]	98.59600000000000000000	1.01400000000000000000	_	140	5	0.0	0.1	0.01	14	16	20
0	98.22	0.82	|	140	5	0.0	0.1	0.01	14	18	20
0	98.96	0.98	|	140	5	0.0	0.1	0.01	14	18	20
0	98.40	1.21	|	140	5	0.0	0.1	0.01	14	18	20
0	98.52	0.88	|	140	5	0.0	0.1	0.01	14	18	20
0	98.83	0.95	|	140	5	0.0	0.1	0.01	14	18	20
[5]	98.58600000000000000000	.96800000000000000000	_	140	5	0.0	0.1	0.01	14	18	20
0	98.28	1.41	|	140	5	0.0	0.1	0.01	14	20	20
0	98.59	1.16	|	140	5	0.0	0.1	0.01	14	20	20
0	98.89	0.76	|	140	5	0.0	0.1	0.01	14	20	20
0	98.89	0.88	|	140	5	0.0	0.1	0.01	14	20	20
0	98.77	0.84	|	140	5	0.0	0.1	0.01	14	20	20
[5]	98.68400000000000000000	1.01000000000000000000	_	140	5	0.0	0.1	0.01	14	20	20
