Starting rotation with parameters:
num_neurons:    35 70 100
lr:             0.001 0.005 0.01 0.05
n_splits:       7 10 14 35
patience:       5 7 10 14 35
batch_size:     10 20 50 100
0	97.85	1.12	|	35	0.005	7	35	20
0	98.65	0.74	|	70	0.005	7	10	20
0	97.97	0.89	|	70	0.001	14	14	50
0	98.59	1.01	|	100	0.01	14	10	20
0	98.15	0.91	|	100	0.01	7	14	50
0	97.54	1.02	|	70	0.05	7	7	10
0	98.15	1.19	|	70	0.01	7	7	100
0	98.10	1.97	|	100	0.05	35	5	10
0	98.21	0.62	|	100	0.001	7	7	10
0	97.97	1.06	|	100	0.001	10	5	50
0	97.78	0.77	|	35	0.005	7	35	100
0	98.83	1.65	|	70	0.01	35	5	10
0	97.91	1.15	|	35	0.001	14	14	10
Starting rotation with parameters:
num_neurons:    35 70 100 140
lr:             0.001 0.005 0.01 0.05
n_splits:       7 10 14 35
patience:       7 10 14 35
batch_size:     10 20
0	98.83	1.06	|	70	0.05	14	14	50
0	98.28	0.72	|	100	0.001	10	7	10
0	96.99	1.77	|	70	0.05	7	14	10
0	98.40	0.68	|	35	0.01	7	14	20
0	98.40	0.79	|	100	0.001	10	7	10
0	98.03	0.75	|	35	0.001	14	35	10
0	98.83	0.58	|	140	0.01	10	10	10
0	97.23	1.13	|	35	0.001	14	5	100
0	98.21	0.77	|	140	0.01	7	35	20
0	98.28	0.72	|	70	0.001	14	14	10
0	98.46	1.04	|	100	0.01	14	7	10
0	99.14	1.28	|	70	0.05	35	10	20
0	98.77	0.84	|	35	0.01	14	10	10
0	98.64	0.78	|	70	0.005	14	10	20
0	96.12	2.00	|	70	0.05	14	35	10
0	97.66	1.29	|	35	0.01	7	5	100
0	98.40	0.68	|	70	0.005	10	5	20
0	98.65	2.13	|	70	0.05	35	14	10
0	98.58	0.78	|	70	0.01	10	10	10
0	98.52	0.82	|	35	0.005	14	14	10
0	98.28	0.72	|	70	0.005	7	35	10
0	97.97	0.85	|	100	0.001	7	35	20
0	98.03	0.79	|	140	0.01	7	35	20
0	97.79	1.36	|	140	0.05	14	14	10
0	95.69	1.38	|	35	0.05	7	35	10
0	99.08	1.47	|	100	0.01	35	10	10
0	98.52	0.60	|	140	0.05	14	14	20
0	97.78	1.07	|	35	0.001	14	10	50
0	96.18	0.70	|	100	0.05	7	35	20
0	98.65	0.70	|	100	0.005	14	7	10
0	98.65	1.45	|	70	0.005	35	7	10
0	97.97	0.96	|	35	0.005	7	5	20
0	98.52	1.00	|	35	0.01	14	14	10
0	98.21	2.08	|	140	0.005	35	35	20
0	98.58	0.62	|	100	0.01	14	7	20
0	97.97	0.68	|	100	0.01	10	35	20
0	98.21	0.84	|	140	0.01	7	10	20
0	98.40	0.63	|	70	0.001	10	14	10
0	98.46	1.80	|	100	0.005	35	10	20
0	97.35	1.06	|	100	0.05	7	35	100
0	98.71	0.78	|	100	0.05	14	7	20
0	98.21	0.84	|	35	0.05	10	14	20
0	98.40	0.64	|	100	0.005	7	14	10
0	97.85	1.91	|	70	0.01	35	35	50
0	97.04	1.58	|	140	0.05	14	35	20
0	98.28	1.82	|	35	0.01	35	5	50
0	98.28	0.83	|	70	0.05	7	7	20
0	97.91	1.94	|	70	0.01	35	35	20
0	97.97	0.78	|	70	0.001	10	35	20
0	98.03	0.94	|	70	0.001	10	14	20
