0	98.77	1.37	|	35	0.01	35	10	20
Starting rotation with parameters:
num_neurons:    35 70 100 140
lr:             0.005 0.01 0.05
n_splits:       10 14 35
patience:       7 10 14
batch_size:     10 20
0	98.77	0.78	|	100	0.01	14	10	10
0	98.21	1.74	|	35	0.001	35	7	20
0	97.60	1.38	|	35	0.05	14	14	10
0	98.03	0.81	|	100	0.05	10	14	10
0	98.71	0.43	|	140	0.005	10	14	10
0	98.52	0.88	|	70	0.01	14	7	10
0	98.77	0.61	|	140	0.01	10	10	10
0	98.52	0.99	|	35	0.01	14	10	20
0	97.91	0.68	|	70	0.001	10	35	10
0	98.64	0.60	|	70	0.01	10	14	20
0	98.77	0.53	|	35	0.005	14	14	10
0	98.16	1.91	|	35	0.005	35	35	20
0	98.15	0.67	|	140	0.005	10	35	20
0	98.53	1.74	|	100	0.05	35	7	20
0	98.15	0.67	|	70	0.001	10	10	20
0	97.10	1.46	|	100	0.05	10	14	10
0	98.27	0.73	|	140	0.001	14	7	20
0	99.01	1.20	|	70	0.05	35	7	20
0	98.40	0.79	|	35	0.005	14	14	10
0	98.40	0.79	|	70	0.005	14	7	10
0	98.34	0.78	|	140	0.001	10	14	20
0	98.65	0.70	|	100	0.01	14	7	20
0	98.40	0.56	|	70	0.005	10	14	20
0	95.75	2.06	|	70	0.05	14	35	10
0	98.83	0.43	|	70	0.01	10	14	10
0	98.58	0.83	|	100	0.05	10	10	20
0	98.71	1.77	|	70	0.01	35	7	20
0	98.40	0.56	|	35	0.005	10	10	10
0	98.28	0.77	|	70	0.005	10	35	20
0	98.89	0.75	|	70	0.01	14	10	10
0	98.71	1.02	|	70	0.01	14	10	20
0	98.65	0.60	|	35	0.01	10	14	10
0	98.40	1.80	|	70	0.005	35	10	10
0	98.58	0.62	|	35	0.01	14	7	20
0	98.15	1.99	|	140	0.005	35	35	10
0	98.21	0.84	|	100	0.05	10	7	20
0	98.15	0.82	|	100	0.05	10	10	20
0	98.21	0.64	|	35	0.005	10	10	10
0	98.03	1.14	|	100	0.05	14	14	10
0	98.21	0.88	|	70	0.05	14	10	20
0	98.65	1.06	|	140	0.05	14	10	20
0	97.84	1.85	|	35	0.01	35	35	10
0	97.35	1.03	|	70	0.05	10	7	10
0	97.54	1.64	|	35	0.05	14	14	10
0	98.52	1.14	|	140	0.05	14	10	10
0	98.52	0.49	|	70	0.01	10	14	10
0	98.22	2.00	|	70	0.001	35	7	20
0	98.65	0.90	|	70	0.05	14	14	20
0	98.52	1.82	|	100	0.005	35	14	20
0	98.28	0.66	|	100	0.01	10	7	20
0	99.20	1.04	|	140	0.05	35	10	20
0	97.78	0.87	|	35	0.001	10	10	20
0	98.83	0.77	|	140	0.005	14	7	10
0	98.22	0.97	|	100	0.05	10	7	10
0	99.14	1.28	|	35	0.05	35	7	20
0	96.37	1.46	|	100	0.05	14	35	20
0	98.52	0.74	|	140	0.005	10	14	20
0	98.28	0.60	|	100	0.01	10	10	20
0	97.97	1.17	|	140	0.05	10	14	10
0	96.43	1.05	|	100	0.05	10	35	20
0	98.34	0.82	|	100	0.005	14	35	20
0	98.89	1.71	|	100	0.01	35	14	10
0	98.83	0.90	|	140	0.01	14	10	10
0	98.40	0.63	|	100	0.005	10	10	10
0	98.71	0.84	|	100	0.01	14	10	20
0	98.28	0.86	|	70	0.005	14	35	10
0	97.54	0.82	|	140	0.05	10	7	10
0	97.97	0.68	|	100	0.05	10	7	10
1		|	100	0.005	35	10	10
